,date,running_banner,type,wish,rarity,weapon,element,sex
968,2021-06-12,Sparkling Steps,weapon,Debate Club,3,Claymore,None,None
969,2021-06-12,Sparkling Steps,weapon,Debate Club,3,Claymore,None,None
970,2021-06-12,Sparkling Steps,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
971,2021-06-12,Sparkling Steps,weapon,Skyrider Sword,3,Sword,None,None
972,2021-06-12,Sparkling Steps,char,Fischl,4,Bow,Electro,F
973,2021-06-12,Sparkling Steps,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
974,2021-06-12,Sparkling Steps,weapon,Ferrous Shadow,3,Claymore,None,None
975,2021-06-12,Sparkling Steps,weapon,Harbinger of Dawn,3,Sword,None,None
976,2021-06-12,Sparkling Steps,weapon,Bloodtainted Greatsword,3,Claymore,None,None
977,2021-06-12,Sparkling Steps,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
978,2021-06-12,Sparkling Steps,weapon,Magic Guide,3,Catalyst,None,None
979,2021-06-12,Sparkling Steps,weapon,Slingshot,3,Bow,None,None
980,2021-06-12,Sparkling Steps,weapon,Raven Bow,3,Bow,None,None
981,2021-06-12,Sparkling Steps,weapon,Harbinger of Dawn,3,Sword,None,None
982,2021-06-12,Sparkling Steps,weapon,The Stringless,4,Bow,None,None
983,2021-06-12,Sparkling Steps,weapon,Sharpshooter's Oath,3,Bow,None,None
984,2021-06-12,Sparkling Steps,weapon,Ferrous Shadow,3,Claymore,None,None
985,2021-06-12,Sparkling Steps,weapon,Sharpshooter's Oath,3,Bow,None,None
986,2021-06-12,Sparkling Steps,weapon,Magic Guide,3,Catalyst,None,None
987,2021-06-12,Sparkling Steps,weapon,Debate Club,3,Claymore,None,None
988,2021-06-12,Sparkling Steps,weapon,Debate Club,3,Claymore,None,None
989,2021-06-12,Sparkling Steps,weapon,Debate Club,3,Claymore,None,None
990,2021-06-12,Sparkling Steps,weapon,Skyrider Sword,3,Sword,None,None
991,2021-06-12,Sparkling Steps,weapon,Harbinger of Dawn,3,Sword,None,None
992,2021-06-12,Sparkling Steps,char,Fischl,4,Bow,Electro,F
993,2021-06-12,Sparkling Steps,weapon,Bloodtainted Greatsword,3,Claymore,None,None
994,2021-06-12,Sparkling Steps,weapon,Ferrous Shadow,3,Claymore,None,None
995,2021-06-12,Sparkling Steps,weapon,Skyrider Sword,3,Sword,None,None
996,2021-06-12,Sparkling Steps,weapon,Black Tassel,3,Polearm,None,None
997,2021-06-12,Sparkling Steps,weapon,Emerald Orb,3,Catalyst,None,None
998,2021-06-12,Sparkling Steps,weapon,Black Tassel,3,Polearm,None,None
999,2021-06-12,Sparkling Steps,weapon,Harbinger of Dawn,3,Sword,None,None
1000,2021-06-12,Sparkling Steps,weapon,Ferrous Shadow,3,Claymore,None,None
1001,2021-06-12,Sparkling Steps,weapon,Raven Bow,3,Bow,None,None
1002,2021-06-12,Sparkling Steps,char,Fischl,4,Bow,Electro,F
1003,2021-06-12,Sparkling Steps,weapon,Cool Steel,3,Sword,None,None
1004,2021-06-12,Sparkling Steps,weapon,Ferrous Shadow,3,Claymore,None,None
1005,2021-06-12,Sparkling Steps,weapon,Emerald Orb,3,Catalyst,None,None
1006,2021-06-12,Sparkling Steps,weapon,Debate Club,3,Claymore,None,None
1007,2021-06-12,Sparkling Steps,weapon,Harbinger of Dawn,3,Sword,None,None
1008,2021-06-12,Sparkling Steps,weapon,Magic Guide,3,Catalyst,None,None
1009,2021-06-12,Sparkling Steps,weapon,Skyrider Sword,3,Sword,None,None
1010,2021-06-12,Sparkling Steps,weapon,Ferrous Shadow,3,Claymore,None,None
1011,2021-06-12,Sparkling Steps,weapon,Raven Bow,3,Bow,None,None
1012,2021-06-12,Sparkling Steps,char,Sucrose,4,Catalyst,Anemo,F
1013,2021-06-12,Sparkling Steps,weapon,Magic Guide,3,Catalyst,None,None
1014,2021-06-12,Sparkling Steps,weapon,Emerald Orb,3,Catalyst,None,None
1015,2021-06-12,Sparkling Steps,weapon,Sharpshooter's Oath,3,Bow,None,None
1016,2021-06-12,Sparkling Steps,weapon,Emerald Orb,3,Catalyst,None,None
1017,2021-06-12,Sparkling Steps,weapon,Debate Club,3,Claymore,None,None
1018,2021-06-12,Sparkling Steps,weapon,Emerald Orb,3,Catalyst,None,None
1019,2021-06-12,Sparkling Steps,weapon,Emerald Orb,3,Catalyst,None,None
1020,2021-06-12,Sparkling Steps,weapon,Sharpshooter's Oath,3,Bow,None,None
1021,2021-06-12,Sparkling Steps,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1022,2021-06-12,Sparkling Steps,char,Fischl,4,Bow,Electro,F
1023,2021-06-12,Sparkling Steps,weapon,Emerald Orb,3,Catalyst,None,None
1024,2021-06-12,Sparkling Steps,weapon,Black Tassel,3,Polearm,None,None
1025,2021-06-12,Sparkling Steps,weapon,Emerald Orb,3,Catalyst,None,None
1026,2021-06-12,Sparkling Steps,weapon,Skyrider Sword,3,Sword,None,None
1027,2021-06-12,Sparkling Steps,weapon,Skyrider Sword,3,Sword,None,None
1028,2021-06-12,Sparkling Steps,weapon,Black Tassel,3,Polearm,None,None
1029,2021-06-12,Sparkling Steps,char,Klee,5,Catalyst,Pyro,F
1030,2021-06-12,Sparkling Steps,weapon,Cool Steel,3,Sword,None,None
1031,2021-06-12,Sparkling Steps,weapon,Magic Guide,3,Catalyst,None,None
1032,2021-06-12,Sparkling Steps,char,Fischl,4,Bow,Electro,F
1033,2021-06-12,Sparkling Steps,weapon,Slingshot,3,Bow,None,None
1034,2021-06-12,Sparkling Steps,weapon,Sharpshooter's Oath,3,Bow,None,None
1035,2021-06-12,Sparkling Steps,weapon,Debate Club,3,Claymore,None,None
1036,2021-06-12,Sparkling Steps,weapon,Debate Club,3,Claymore,None,None
1037,2021-06-12,Sparkling Steps,weapon,Black Tassel,3,Polearm,None,None
1038,2021-06-12,Sparkling Steps,weapon,Magic Guide,3,Catalyst,None,None
1039,2021-06-12,Sparkling Steps,weapon,Emerald Orb,3,Catalyst,None,None
1040,2021-06-12,Sparkling Steps,weapon,Cool Steel,3,Sword,None,None
1041,2021-06-12,Sparkling Steps,weapon,Cool Steel,3,Sword,None,None
1042,2021-06-12,Sparkling Steps,char,Amber,4,Bow,Pyro,F
1043,2021-06-12,Sparkling Steps,weapon,Emerald Orb,3,Catalyst,None,None
1044,2021-06-12,Sparkling Steps,weapon,Skyrider Sword,3,Sword,None,None
1045,2021-06-12,Sparkling Steps,weapon,Harbinger of Dawn,3,Sword,None,None
1046,2021-06-12,Sparkling Steps,weapon,Debate Club,3,Claymore,None,None
1047,2021-06-12,Sparkling Steps,weapon,Magic Guide,3,Catalyst,None,None
1048,2021-06-12,Sparkling Steps,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1049,2021-06-12,Sparkling Steps,weapon,Raven Bow,3,Bow,None,None
1050,2021-06-12,Sparkling Steps,weapon,Cool Steel,3,Sword,None,None
1051,2021-06-12,Sparkling Steps,weapon,Slingshot,3,Bow,None,None
1052,2021-06-12,Sparkling Steps,char,Barbara,4,Catalyst,Hydro,F
1053,2021-06-12,Sparkling Steps,weapon,Black Tassel,3,Polearm,None,None
1054,2021-06-12,Sparkling Steps,weapon,Raven Bow,3,Bow,None,None
1055,2021-06-12,Sparkling Steps,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1056,2021-06-12,Sparkling Steps,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1057,2021-06-12,Sparkling Steps,weapon,Ferrous Shadow,3,Claymore,None,None
1058,2021-06-12,Sparkling Steps,weapon,Raven Bow,3,Bow,None,None
1059,2021-06-12,Sparkling Steps,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1060,2021-06-12,Sparkling Steps,weapon,Skyrider Sword,3,Sword,None,None
1061,2021-06-12,Sparkling Steps,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1062,2021-06-12,Sparkling Steps,weapon,Favonius Sword,4,Sword,None,None
1063,2021-06-12,Sparkling Steps,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1064,2021-06-12,Sparkling Steps,weapon,Ferrous Shadow,3,Claymore,None,None
1065,2021-06-12,Sparkling Steps,weapon,Magic Guide,3,Catalyst,None,None
1066,2021-06-12,Sparkling Steps,weapon,Emerald Orb,3,Catalyst,None,None
1067,2021-06-12,Sparkling Steps,weapon,Black Tassel,3,Polearm,None,None
1068,2021-06-12,Sparkling Steps,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1069,2021-06-12,Sparkling Steps,weapon,Emerald Orb,3,Catalyst,None,None
1070,2021-06-12,Sparkling Steps,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1071,2021-06-12,Sparkling Steps,weapon,Magic Guide,3,Catalyst,None,None
1072,2021-06-12,Sparkling Steps,char,Fischl,4,Bow,Electro,F
1073,2021-06-12,Sparkling Steps,weapon,Favonius Codex,4,Catalyst,None,None
1074,2021-06-12,Sparkling Steps,char,Jean,5,Sword,Anemo,F
1075,2021-06-12,Sparkling Steps,weapon,Skyrider Sword,3,Sword,None,None
1076,2021-06-12,Sparkling Steps,weapon,Slingshot,3,Bow,None,None
1077,2021-06-12,Sparkling Steps,weapon,Ferrous Shadow,3,Claymore,None,None
1078,2021-06-12,Sparkling Steps,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1079,2021-06-12,Sparkling Steps,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1080,2021-06-12,Sparkling Steps,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1081,2021-06-12,Sparkling Steps,weapon,Raven Bow,3,Bow,None,None
1082,2021-06-12,Sparkling Steps,weapon,Black Tassel,3,Polearm,None,None
1083,2021-06-12,Sparkling Steps,char,Sucrose,4,Catalyst,Anemo,F
1084,2021-06-12,Sparkling Steps,weapon,Cool Steel,3,Sword,None,None
1085,2021-06-12,Sparkling Steps,weapon,Slingshot,3,Bow,None,None
1086,2021-06-12,Sparkling Steps,weapon,Black Tassel,3,Polearm,None,None
1087,2021-06-12,Sparkling Steps,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1088,2021-06-12,Sparkling Steps,weapon,Magic Guide,3,Catalyst,None,None
1089,2021-06-12,Sparkling Steps,weapon,Black Tassel,3,Polearm,None,None
1090,2021-06-12,Sparkling Steps,weapon,Raven Bow,3,Bow,None,None
1091,2021-06-12,Sparkling Steps,weapon,Cool Steel,3,Sword,None,None
1092,2021-06-12,Sparkling Steps,weapon,Harbinger of Dawn,3,Sword,None,None
1093,2021-06-12,Sparkling Steps,char,Xinyan,4,Claymore,Pyro,F
1094,2021-06-12,Sparkling Steps,weapon,Black Tassel,3,Polearm,None,None
1095,2021-06-12,Sparkling Steps,weapon,Sharpshooter's Oath,3,Bow,None,None
1096,2021-06-12,Sparkling Steps,weapon,Sharpshooter's Oath,3,Bow,None,None
1097,2021-06-12,Sparkling Steps,weapon,Magic Guide,3,Catalyst,None,None
1098,2021-06-12,Sparkling Steps,weapon,Skyrider Sword,3,Sword,None,None
1099,2021-06-12,Sparkling Steps,weapon,Debate Club,3,Claymore,None,None
1100,2021-06-12,Sparkling Steps,weapon,Harbinger of Dawn,3,Sword,None,None
1101,2021-06-12,Sparkling Steps,weapon,Debate Club,3,Claymore,None,None
1102,2021-06-12,Sparkling Steps,weapon,Raven Bow,3,Bow,None,None
1103,2021-06-12,Sparkling Steps,char,Barbara,4,Catalyst,Hydro,F
1104,2021-06-12,Sparkling Steps,weapon,Harbinger of Dawn,3,Sword,None,None
1105,2021-06-12,Sparkling Steps,weapon,Harbinger of Dawn,3,Sword,None,None
1106,2021-06-12,Sparkling Steps,weapon,Harbinger of Dawn,3,Sword,None,None
1107,2021-06-12,Sparkling Steps,weapon,Harbinger of Dawn,3,Sword,None,None
1108,2021-06-12,Sparkling Steps,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1109,2021-06-12,Sparkling Steps,weapon,Magic Guide,3,Catalyst,None,None
1110,2021-06-12,Sparkling Steps,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1111,2021-06-12,Sparkling Steps,weapon,Emerald Orb,3,Catalyst,None,None
1112,2021-06-12,Sparkling Steps,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1113,2021-06-12,Sparkling Steps,char,Fischl,4,Bow,Electro,F
1114,2021-06-12,Sparkling Steps,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1115,2021-06-12,Sparkling Steps,weapon,Raven Bow,3,Bow,None,None
1116,2021-06-12,Sparkling Steps,weapon,Debate Club,3,Claymore,None,None
1117,2021-06-12,Sparkling Steps,weapon,Sharpshooter's Oath,3,Bow,None,None
1118,2021-06-12,Sparkling Steps,weapon,Black Tassel,3,Polearm,None,None
1119,2021-06-12,Sparkling Steps,weapon,Skyrider Sword,3,Sword,None,None
1120,2021-06-12,Sparkling Steps,weapon,Black Tassel,3,Polearm,None,None
1121,2021-06-12,Sparkling Steps,weapon,Debate Club,3,Claymore,None,None
1122,2021-06-12,Sparkling Steps,weapon,Magic Guide,3,Catalyst,None,None
1123,2021-06-12,Sparkling Steps,weapon,Dragon's Bane,4,Polearm,None,None
1124,2021-06-12,Sparkling Steps,weapon,Black Tassel,3,Polearm,None,None
1125,2021-06-12,Sparkling Steps,weapon,Magic Guide,3,Catalyst,None,None
1126,2021-06-12,Sparkling Steps,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1127,2021-06-12,Sparkling Steps,weapon,Raven Bow,3,Bow,None,None
1128,2021-06-12,Sparkling Steps,weapon,Black Tassel,3,Polearm,None,None
1129,2021-06-12,Sparkling Steps,weapon,Emerald Orb,3,Catalyst,None,None
1130,2021-06-12,Sparkling Steps,weapon,Harbinger of Dawn,3,Sword,None,None
1131,2021-06-12,Sparkling Steps,weapon,Emerald Orb,3,Catalyst,None,None
1132,2021-06-12,Sparkling Steps,weapon,Magic Guide,3,Catalyst,None,None
1133,2021-06-12,Sparkling Steps,char,Fischl,4,Bow,Electro,F
1134,2021-07-01,Leaves in the Wind,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1135,2021-07-01,Leaves in the Wind,weapon,Favonius Sword,4,Sword,None,None
1136,2021-07-01,Leaves in the Wind,weapon,Harbinger of Dawn,3,Sword,None,None
1137,2021-07-01,Leaves in the Wind,weapon,Sharpshooter's Oath,3,Bow,None,None
1138,2021-07-01,Leaves in the Wind,weapon,Cool Steel,3,Sword,None,None
1139,2021-07-01,Leaves in the Wind,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1140,2021-07-01,Leaves in the Wind,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1141,2021-07-01,Leaves in the Wind,weapon,Black Tassel,3,Polearm,None,None
1142,2021-07-01,Leaves in the Wind,weapon,Cool Steel,3,Sword,None,None
1143,2021-07-01,Leaves in the Wind,weapon,Emerald Orb,3,Catalyst,None,None
1144,2021-07-01,Leaves in the Wind,weapon,Ferrous Shadow,3,Claymore,None,None
1145,2021-07-01,Leaves in the Wind,char,Razor,4,Claymore,Electro,M
1146,2021-07-01,Leaves in the Wind,weapon,Skyrider Sword,3,Sword,None,None
1147,2021-07-01,Leaves in the Wind,weapon,Magic Guide,3,Catalyst,None,None
1148,2021-07-01,Leaves in the Wind,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1149,2021-07-01,Leaves in the Wind,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1150,2021-07-01,Leaves in the Wind,weapon,Emerald Orb,3,Catalyst,None,None
1151,2021-07-01,Leaves in the Wind,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1152,2021-07-01,Leaves in the Wind,weapon,Emerald Orb,3,Catalyst,None,None
1153,2021-07-01,Leaves in the Wind,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1154,2021-07-01,Leaves in the Wind,weapon,Black Tassel,3,Polearm,None,None
1155,2021-07-01,Leaves in the Wind,char,Razor,4,Claymore,Electro,M
1156,2021-07-01,Leaves in the Wind,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1157,2021-07-01,Leaves in the Wind,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1158,2021-07-01,Leaves in the Wind,weapon,Black Tassel,3,Polearm,None,None
1159,2021-07-01,Leaves in the Wind,weapon,Magic Guide,3,Catalyst,None,None
1160,2021-07-01,Leaves in the Wind,weapon,Harbinger of Dawn,3,Sword,None,None
1161,2021-07-01,Leaves in the Wind,weapon,Emerald Orb,3,Catalyst,None,None
1162,2021-07-01,Leaves in the Wind,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1163,2021-07-01,Leaves in the Wind,weapon,Harbinger of Dawn,3,Sword,None,None
1164,2021-07-01,Leaves in the Wind,char,Kaedehara Kazuha,5,Sword,Anemo,M
1165,2021-07-01,Leaves in the Wind,char,Razor,4,Claymore,Electro,M
1166,2021-07-01,Leaves in the Wind,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1167,2021-07-01,Leaves in the Wind,weapon,Cool Steel,3,Sword,None,None
1168,2021-07-01,Leaves in the Wind,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1169,2021-07-01,Leaves in the Wind,weapon,Debate Club,3,Claymore,None,None
1170,2021-07-01,Leaves in the Wind,weapon,Cool Steel,3,Sword,None,None
1171,2021-07-01,Leaves in the Wind,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1172,2021-07-01,Leaves in the Wind,weapon,Harbinger of Dawn,3,Sword,None,None
1173,2021-07-01,Leaves in the Wind,weapon,Raven Bow,3,Bow,None,None
1174,2021-07-01,Leaves in the Wind,weapon,Magic Guide,3,Catalyst,None,None
1175,2021-07-01,Leaves in the Wind,weapon,Sacrificial Sword,4,Sword,None,None
1176,2021-07-01,Leaves in the Wind,char,Rosaria,4,Polearm,Cryo,F
1177,2021-07-01,Leaves in the Wind,weapon,Slingshot,3,Bow,None,None
1178,2021-07-01,Leaves in the Wind,weapon,Slingshot,3,Bow,None,None
1179,2021-07-01,Leaves in the Wind,weapon,Slingshot,3,Bow,None,None
1180,2021-07-01,Leaves in the Wind,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1181,2021-07-01,Leaves in the Wind,weapon,Sharpshooter's Oath,3,Bow,None,None
1182,2021-07-01,Leaves in the Wind,weapon,Magic Guide,3,Catalyst,None,None
1183,2021-07-01,Leaves in the Wind,weapon,Harbinger of Dawn,3,Sword,None,None
1184,2021-07-01,Leaves in the Wind,weapon,Cool Steel,3,Sword,None,None
1185,2021-07-01,Leaves in the Wind,weapon,Ferrous Shadow,3,Claymore,None,None
1186,2021-07-01,Leaves in the Wind,char,Sucrose,4,Catalyst,Anemo,F
1187,2021-07-01,Leaves in the Wind,weapon,Skyrider Sword,3,Sword,None,None
1188,2021-07-01,Leaves in the Wind,weapon,Skyrider Sword,3,Sword,None,None
1189,2021-07-01,Leaves in the Wind,weapon,Black Tassel,3,Polearm,None,None
1190,2021-07-01,Leaves in the Wind,weapon,Slingshot,3,Bow,None,None
1191,2021-07-01,Leaves in the Wind,weapon,Slingshot,3,Bow,None,None
1192,2021-07-01,Leaves in the Wind,weapon,Debate Club,3,Claymore,None,None
1193,2021-07-01,Leaves in the Wind,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1194,2021-07-01,Leaves in the Wind,weapon,Sharpshooter's Oath,3,Bow,None,None
1195,2021-07-01,Leaves in the Wind,weapon,Cool Steel,3,Sword,None,None
1196,2021-07-01,Leaves in the Wind,char,Razor,4,Claymore,Electro,M
1197,2021-07-01,Leaves in the Wind,weapon,Emerald Orb,3,Catalyst,None,None
1198,2021-07-01,Leaves in the Wind,weapon,Skyrider Sword,3,Sword,None,None
1199,2021-07-01,Leaves in the Wind,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1200,2021-07-01,Leaves in the Wind,char,Yanfei,4,Catalyst,Pyro,F
1201,2021-07-01,Leaves in the Wind,weapon,Black Tassel,3,Polearm,None,None
1202,2021-07-01,Leaves in the Wind,weapon,Raven Bow,3,Bow,None,None
1203,2021-07-01,Leaves in the Wind,weapon,Magic Guide,3,Catalyst,None,None
1204,2021-07-01,Leaves in the Wind,weapon,Raven Bow,3,Bow,None,None
1205,2021-07-01,Leaves in the Wind,weapon,Sharpshooter's Oath,3,Bow,None,None
1206,2021-07-01,Leaves in the Wind,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1207,2021-07-01,Leaves in the Wind,weapon,Black Tassel,3,Polearm,None,None
1208,2021-07-01,Leaves in the Wind,weapon,Sharpshooter's Oath,3,Bow,None,None
1209,2021-07-01,Leaves in the Wind,weapon,Debate Club,3,Claymore,None,None
1210,2021-07-01,Leaves in the Wind,char,Bennett,4,Sword,Pyro,M
1211,2021-07-01,Leaves in the Wind,weapon,Cool Steel,3,Sword,None,None
1212,2021-07-01,Leaves in the Wind,weapon,Harbinger of Dawn,3,Sword,None,None
1213,2021-07-01,Leaves in the Wind,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1214,2021-07-01,Leaves in the Wind,weapon,Emerald Orb,3,Catalyst,None,None
1215,2021-07-01,Leaves in the Wind,weapon,Magic Guide,3,Catalyst,None,None
1216,2021-07-01,Leaves in the Wind,weapon,Black Tassel,3,Polearm,None,None
1217,2021-07-01,Leaves in the Wind,weapon,Debate Club,3,Claymore,None,None
1218,2021-07-01,Leaves in the Wind,weapon,Emerald Orb,3,Catalyst,None,None
1219,2021-07-01,Leaves in the Wind,weapon,Skyrider Sword,3,Sword,None,None
1220,2021-07-01,Leaves in the Wind,char,Chongyun,4,Claymore,Cryo,M
1221,2021-07-01,Leaves in the Wind,weapon,Magic Guide,3,Catalyst,None,None
1222,2021-07-01,Leaves in the Wind,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1223,2021-07-01,Leaves in the Wind,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1224,2021-07-01,Leaves in the Wind,weapon,Magic Guide,3,Catalyst,None,None
1225,2021-07-01,Leaves in the Wind,weapon,Sharpshooter's Oath,3,Bow,None,None
1226,2021-07-01,Leaves in the Wind,weapon,Debate Club,3,Claymore,None,None
1227,2021-07-01,Leaves in the Wind,weapon,Raven Bow,3,Bow,None,None
1228,2021-07-01,Leaves in the Wind,weapon,Harbinger of Dawn,3,Sword,None,None
1229,2021-07-01,Leaves in the Wind,weapon,Debate Club,3,Claymore,None,None
1230,2021-07-01,Leaves in the Wind,char,Rosaria,4,Polearm,Cryo,F
1231,2021-07-01,Leaves in the Wind,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1232,2021-07-01,Leaves in the Wind,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1233,2021-07-01,Leaves in the Wind,weapon,Raven Bow,3,Bow,None,None
1234,2021-07-01,Leaves in the Wind,weapon,Black Tassel,3,Polearm,None,None
1235,2021-07-01,Leaves in the Wind,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1236,2021-07-01,Leaves in the Wind,weapon,Black Tassel,3,Polearm,None,None
1237,2021-07-01,Leaves in the Wind,weapon,Ferrous Shadow,3,Claymore,None,None
1238,2021-07-01,Leaves in the Wind,weapon,Ferrous Shadow,3,Claymore,None,None
1239,2021-07-01,Leaves in the Wind,weapon,Magic Guide,3,Catalyst,None,None
1240,2021-07-01,Leaves in the Wind,weapon,Sacrificial Bow,4,Bow,None,None
1241,2021-07-01,Leaves in the Wind,weapon,Sharpshooter's Oath,3,Bow,None,None
1242,2021-07-01,Leaves in the Wind,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1243,2021-07-01,Leaves in the Wind,weapon,Sharpshooter's Oath,3,Bow,None,None
1244,2021-07-01,Leaves in the Wind,weapon,Skyrider Sword,3,Sword,None,None
1245,2021-07-01,Leaves in the Wind,char,Rosaria,4,Polearm,Cryo,F
1246,2021-07-01,Leaves in the Wind,weapon,Emerald Orb,3,Catalyst,None,None
1247,2021-07-01,Leaves in the Wind,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1248,2021-07-01,Leaves in the Wind,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1249,2021-07-01,Leaves in the Wind,weapon,Magic Guide,3,Catalyst,None,None
1250,2021-07-01,Leaves in the Wind,weapon,Black Tassel,3,Polearm,None,None
1251,2021-07-01,Leaves in the Wind,weapon,Emerald Orb,3,Catalyst,None,None
1252,2021-07-01,Leaves in the Wind,weapon,Emerald Orb,3,Catalyst,None,None
1253,2021-07-01,Leaves in the Wind,weapon,Sharpshooter's Oath,3,Bow,None,None
1254,2021-07-01,Leaves in the Wind,char,Kaedehara Kazuha,5,Sword,Anemo,M
1255,2021-07-01,Leaves in the Wind,char,Razor,4,Claymore,Electro,M
1256,2021-07-01,Leaves in the Wind,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1257,2021-07-01,Leaves in the Wind,weapon,Emerald Orb,3,Catalyst,None,None
1258,2021-07-01,Leaves in the Wind,weapon,Ferrous Shadow,3,Claymore,None,None
1259,2021-07-01,Leaves in the Wind,weapon,The Widsith,4,Catalyst,None,None
1260,2021-07-01,Leaves in the Wind,weapon,Ferrous Shadow,3,Claymore,None,None
1261,2021-07-01,Leaves in the Wind,char,Razor,4,Claymore,Electro,M
1262,2021-07-01,Leaves in the Wind,weapon,Harbinger of Dawn,3,Sword,None,None
1263,2021-07-01,Leaves in the Wind,weapon,Magic Guide,3,Catalyst,None,None
1264,2021-07-01,Leaves in the Wind,weapon,Skyrider Sword,3,Sword,None,None
1265,2021-07-01,Leaves in the Wind,weapon,Skyrider Sword,3,Sword,None,None
1266,2021-07-01,Leaves in the Wind,weapon,Sharpshooter's Oath,3,Bow,None,None
1267,2021-07-01,Leaves in the Wind,weapon,Raven Bow,3,Bow,None,None
1268,2021-07-01,Leaves in the Wind,weapon,Black Tassel,3,Polearm,None,None
1269,2021-07-01,Leaves in the Wind,weapon,Sharpshooter's Oath,3,Bow,None,None
1270,2021-07-01,Leaves in the Wind,weapon,Black Tassel,3,Polearm,None,None
1271,2021-07-01,Leaves in the Wind,weapon,Sacrificial Bow,4,Bow,None,None
1272,2021-07-01,Leaves in the Wind,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1273,2021-07-01,Leaves in the Wind,weapon,Skyrider Sword,3,Sword,None,None
1274,2021-07-01,Leaves in the Wind,weapon,Debate Club,3,Claymore,None,None
1275,2021-07-01,Leaves in the Wind,weapon,Harbinger of Dawn,3,Sword,None,None
1276,2021-07-01,Leaves in the Wind,char,Razor,4,Claymore,Electro,M
1277,2021-07-01,Leaves in the Wind,weapon,Slingshot,3,Bow,None,None
1278,2021-07-01,Leaves in the Wind,weapon,Magic Guide,3,Catalyst,None,None
1279,2021-07-01,Leaves in the Wind,weapon,Raven Bow,3,Bow,None,None
1280,2021-07-01,Leaves in the Wind,weapon,Emerald Orb,3,Catalyst,None,None
1281,2021-07-01,Leaves in the Wind,weapon,Skyrider Sword,3,Sword,None,None
1282,2021-07-01,Leaves in the Wind,weapon,Ferrous Shadow,3,Claymore,None,None
1283,2021-07-01,Leaves in the Wind,weapon,Harbinger of Dawn,3,Sword,None,None
1284,2021-07-01,Leaves in the Wind,weapon,Ferrous Shadow,3,Claymore,None,None
1285,2021-07-01,Leaves in the Wind,weapon,Debate Club,3,Claymore,None,None
1286,2021-07-01,Leaves in the Wind,weapon,Eye of Perception,4,Catalyst,None,None
1287,2021-07-01,Leaves in the Wind,weapon,Ferrous Shadow,3,Claymore,None,None
1288,2021-07-01,Leaves in the Wind,weapon,Ferrous Shadow,3,Claymore,None,None
